1.1,45.2198,45.2198
1.2,55.936,55.936
1.3,48.6349,48.6349
1.4,55.936,55.936
1.5,50.4013,50.4013
1.6,54.1696,54.1696
1.7,56.1715,56.1715
1.8,53.9341,53.9341
1.9,54.5229,54.5229
2,56.0538,56.0538
2.1,42.0403,42.0403
2.2,49.9302,49.9302
2.3,52.1677,52.1677
2.4,49.8125,49.8125
2.5,48.7526,48.7526
2.6,51.4611,51.4611
2.7,51.6966,51.6966
2.8,56.1715,56.1715
2.9,46.0442,46.0442
3,56.1715,56.1715
3.1,50.7546,50.7546
3.2,54.0518,54.0518
3.3,42.0403,42.0403
3.4,53.3453,53.3453
3.5,48.0461,48.0461
3.6,43.9245,43.9245
3.7,54.9939,54.9939
3.8,56.1715,56.1715
3.9,52.6387,52.6387
4,40.8627,40.8627
4.1,51.1078,51.1078
4.2,51.9322,51.9322
4.3,50.048,50.048
4.4,52.4032,52.4032
4.5,56.1715,56.1715
4.6,47.104,47.104
4.7,52.2854,52.2854
4.8,52.7565,52.7565
4.9,49.577,49.577
5,50.048,50.048
5.1,55.465,55.465
5.2,52.2854,52.2854
5.3,56.1715,56.1715
5.4,52.521,52.521
5.5,56.1715,56.1715
5.6,55.8182,55.8182
5.7,52.2854,52.2854
5.8,55.936,55.936
5.9,52.0499,52.0499
6,52.521,52.521
6.1,47.8106,47.8106
6.2,51.8144,51.8144
6.3,56.407,56.407
6.4,48.6349,48.6349
6.5,50.6368,50.6368
6.6,45.6909,45.6909
6.7,48.2816,48.2816
6.8,50.1658,50.1658
6.9,46.9862,46.9862
7,53.3453,53.3453
7.1,52.2854,52.2854
7.2,55.8182,55.8182
7.3,56.407,56.407
7.4,49.3414,49.3414
7.5,56.0538,56.0538
7.6,56.2893,56.2893
7.7,51.8144,51.8144
7.8,56.1715,56.1715
7.9,51.4611,51.4611
8,51.6966,51.6966
8.1,51.2256,51.2256
8.2,49.2237,49.2237
8.3,52.2854,52.2854
8.4,56.0538,56.0538
8.5,51.4611,51.4611
8.6,46.7507,46.7507
8.7,55.5827,55.5827
8.8,52.6387,52.6387
8.9,51.5789,51.5789
9,53.2275,53.2275
9.1,55.5827,55.5827
9.2,53.2275,53.2275
9.3,55.1117,55.1117
9.4,49.3414,49.3414
9.5,42.1581,42.1581
9.6,56.0538,56.0538
9.7,44.2778,44.2778
9.8,49.9302,49.9302
9.9,46.5152,46.5152
10,47.104,47.104
10.1,52.4032,52.4032
10.2,52.2854,52.2854
10.3,56.0538,56.0538
10.4,48.3994,48.3994
10.5,47.2218,47.2218
10.6,56.2893,56.2893
10.7,43.8067,43.8067
10.8,51.4611,51.4611
10.9,49.4592,49.4592
11,52.6387,52.6387
11.1,41.8048,41.8048
11.2,50.9901,50.9901
11.3,51.4611,51.4611
11.4,56.1715,56.1715
11.5,56.6426,56.6426
11.6,50.8723,50.8723
11.7,47.9283,47.9283
11.8,51.2256,51.2256
11.9,56.0538,56.0538
12,51.5789,51.5789
12.1,51.8144,51.8144
12.2,46.633,46.633
12.3,56.1715,56.1715
12.4,49.577,49.577
12.5,53.1098,53.1098
12.6,47.575,47.575
12.7,48.5171,48.5171
12.8,52.0499,52.0499
12.9,53.5808,53.5808
13,52.992,52.992
13.1,45.1021,45.1021
13.2,52.1677,52.1677
13.3,56.0538,56.0538
13.4,55.936,55.936
13.5,48.1638,48.1638
13.6,56.407,56.407
13.7,44.9843,44.9843
13.8,53.9341,53.9341
13.9,55.936,55.936
14,56.0538,56.0538
14.1,48.9882,48.9882
14.2,45.3376,45.3376
14.3,48.6349,48.6349
14.4,56.2893,56.2893
14.5,51.5789,51.5789
14.6,49.9302,49.9302
14.7,46.5152,46.5152
14.8,56.407,56.407
14.9,49.577,49.577
15,50.6368,50.6368
15.1,49.4592,49.4592
15.2,51.9322,51.9322
15.3,54.6406,54.6406
15.4,51.9322,51.9322
15.5,47.9283,47.9283
15.6,56.2893,56.2893
15.7,46.3974,46.3974
15.8,54.7584,54.7584
15.9,49.4592,49.4592
16,56.1715,56.1715
16.1,53.2275,53.2275
16.2,51.2256,51.2256
16.3,56.2893,56.2893
16.4,47.8106,47.8106
16.5,52.2854,52.2854
16.6,45.4554,45.4554
16.7,49.9302,49.9302
16.8,51.9322,51.9322
16.9,54.9939,54.9939
17,56.407,56.407
17.1,46.5152,46.5152
17.2,45.9264,45.9264
17.3,52.2854,52.2854
17.4,50.2835,50.2835
17.5,52.1677,52.1677
17.6,55.8182,55.8182
17.7,56.1715,56.1715
17.8,55.2294,55.2294
17.9,47.9283,47.9283
18,51.8144,51.8144
18.1,52.2854,52.2854
18.2,51.6966,51.6966
18.3,52.6387,52.6387
18.4,55.936,55.936
18.5,55.8182,55.8182
18.6,55.936,55.936
18.7,45.3376,45.3376
18.8,50.7546,50.7546
18.9,55.936,55.936
19,51.3434,51.3434
19.1,51.4611,51.4611
19.2,48.8704,48.8704
19.3,43.9245,43.9245
19.4,52.2854,52.2854
19.5,53.2275,53.2275
19.6,47.6928,47.6928
19.7,52.1677,52.1677
19.8,56.2893,56.2893
19.9,51.4611,51.4611
20,50.2835,50.2835
20.1,49.2237,49.2237
20.2,51.2256,51.2256
20.3,56.2893,56.2893
20.4,56.1715,56.1715
20.5,51.2256,51.2256
20.6,56.0538,56.0538
20.7,48.6349,48.6349
20.8,54.5229,54.5229
20.9,52.7565,52.7565
21,55.936,55.936
21.1,48.0461,48.0461
21.2,51.4611,51.4611
21.3,49.2237,49.2237
21.4,51.9322,51.9322
21.5,48.2816,48.2816
21.6,55.8182,55.8182
21.7,50.048,50.048
21.8,46.9862,46.9862
21.9,47.9283,47.9283
22,45.8086,45.8086
22.1,52.6387,52.6387
22.2,50.2835,50.2835
22.3,47.575,47.575
22.4,56.2893,56.2893
22.5,56.1715,56.1715
22.6,56.0538,56.0538
22.7,55.5827,55.5827
22.8,48.3994,48.3994
22.9,56.2893,56.2893
23,55.5827,55.5827
23.1,55.936,55.936
23.2,52.521,52.521
23.3,49.6947,49.6947
23.4,55.8182,55.8182
23.5,51.8144,51.8144
23.6,55.7005,55.7005
23.7,43.8067,43.8067
23.8,47.3395,47.3395
23.9,51.8144,51.8144
24,54.0518,54.0518
24.1,51.4611,51.4611
24.2,52.2854,52.2854
24.3,54.8762,54.8762
24.4,55.465,55.465
24.5,52.2854,52.2854
24.6,50.048,50.048
24.7,48.2816,48.2816
24.8,48.5171,48.5171
24.9,55.2294,55.2294
25,52.992,52.992
25.1,46.633,46.633
25.2,54.9939,54.9939
25.3,49.6947,49.6947
25.4,50.7546,50.7546
25.5,45.2198,45.2198
25.6,55.7005,55.7005
25.7,55.2294,55.2294
25.8,52.6387,52.6387
25.9,51.9322,51.9322
26,51.9322,51.9322
26.1,52.8742,52.8742
26.2,55.465,55.465
26.3,51.2256,51.2256
26.4,56.0538,56.0538
26.5,50.048,50.048
26.6,50.9901,50.9901
26.7,56.5248,56.5248
26.8,48.1638,48.1638
26.9,55.936,55.936
27,53.1098,53.1098
27.1,52.521,52.521
27.2,48.3994,48.3994
27.3,50.4013,50.4013
27.4,50.9901,50.9901
27.5,50.7546,50.7546
27.6,51.1078,51.1078
27.7,55.8182,55.8182
27.8,56.0538,56.0538
27.9,52.521,52.521
28,56.5248,56.5248
28.1,52.0499,52.0499
28.2,51.4611,51.4611
28.3,56.1715,56.1715
28.4,56.0538,56.0538
28.5,51.9322,51.9322
28.6,51.5789,51.5789
28.7,47.9283,47.9283
28.8,52.7565,52.7565
28.9,52.0499,52.0499
29,46.1619,46.1619
29.1,52.6387,52.6387
29.2,49.6947,49.6947
29.3,52.2854,52.2854
29.4,56.0538,56.0538
29.5,48.0461,48.0461
29.6,56.0538,56.0538
29.7,49.2237,49.2237
29.8,54.2874,54.2874
29.9,53.8163,53.8163
30,43.689,43.689
30.1,56.2893,56.2893
30.2,51.1078,51.1078
30.3,47.104,47.104
30.4,49.3414,49.3414
30.5,55.7005,55.7005
30.6,51.8144,51.8144
30.7,45.1021,45.1021
30.8,46.9862,46.9862
30.9,53.463,53.463